1|北京|北京|北京|beijing|010|100000|116.408|39.904|101010100|MIUI
2|北京|北京|海淀|haidian|010|100080|116.298|39.959|101010200|MIUI
3|北京|北京|朝阳|chaoyang|010|100016|116.443|39.922|101010300|MIUI
4|北京|北京|顺义|shunyi|010|101300|116.655|40.13|101010400|MIUI
5|北京|北京|怀柔|huairou|010|101400|116.632|40.316|101010500|MIUI
6|北京|北京|通州|tongzhou|010|101100|116.657|39.91|101010600|MIUI
7|北京|北京|昌平|changping|010|102200|116.231|40.221|101010700|MIUI
8|北京|北京|延庆|yanqing|010|102100|115.975|40.457|101010800|MIUI
9|北京|北京|丰台|fengtai|010|100071|116.286|39.859|101010900|MIUI
10|北京|北京|石景山|shijingshan|010|100043|116.223|39.907|101011000|MIUI
11|北京|北京|大兴|daxing|010|102600|116.341|39.727|101011100|MIUI
12|北京|北京|房山|fangshan|010|102400|116.143|39.748|101011200|MIUI
13|北京|北京|密云|miyun|010|101500|116.843|40.376|101011300|MIUI
14|北京|北京|门头沟|mentougou|010|102300|116.102|39.941|101011400|MIUI
15|北京|北京|平谷|pinggu|010|101200|117.121|40.141|101011500|MIUI
16|上海|上海|上海|shanghai|021|200000|121.445|31.213|101020100|MIUI
17|上海|上海|闵行|minhang|021|201100|121.23|31.07|101020200|MIUI
18|上海|上海|宝山|baoshan|021|201900|121.483|31.417|101020300|MIUI
19|上海|上海|嘉定|jiading|021|201800|121.263|31.363|101020500|MIUI
20|上海|上海|南汇|nanhui|021|201300|121.712|31.007|101020600|MIUI
21|上海|上海|金山|jinshan|021|201500|121.211|30.824|101020700|MIUI
22|上海|上海|青浦|qingpu|021|201700|121.087|31.115|101020800|MIUI
23|上海|上海|松江|songjiang|021|201600|121.19|31.029|101020900|MIUI
24|上海|上海|奉贤|fengxian|021|201400|121.551|30.908|101021000|MIUI
25|上海|上海|崇明|chongming|021|202150|121.526|31.658|101021100|MIUI
26|上海|上海|徐家汇|xujiahui|021|200000|121.445|31.213|101021200|MIUI
27|上海|上海|浦东|pudong|021|200000|121.55|31.22|101021300|MIUI
28|天津|天津|天津|tianjin|022|300000|117.246|39.117|101030100|MIUI
29|天津|天津|武清|wuqing|022|301700|117.044|39.384|101030200|MIUI
30|天津|天津|宝坻|baodi|022|301800|117.31|39.717|101030300|MIUI
31|天津|天津|东丽|dongli|022|300301|117.314|39.087|101030400|MIUI
32|天津|天津|西青|xiqing|022|300380|117.008|39.142|101030500|MIUI
33|天津|天津|北辰|beichen|022|300400|117.132|39.221|101030600|MIUI
34|天津|天津|宁河|ninghe|022|301500|117.825|39.331|101030700|MIUI
35|天津|天津|汉沽|hangu|022|300480|117.46|39.14|101030800|MIUI
36|天津|天津|静海|jinghai|022|301600|116.974|38.948|101030900|MIUI
37|天津|天津|津南|jinnan|022|300350|117.22|38.59|101031000|MIUI
38|天津|天津|塘沽|tanggu|022|300450|117.43|39|101031100|MIUI
39|天津|天津|大港|dagang|022|300270|117.3|38.5|101031200|MIUI
40|天津|天津|蓟县|jixian|022|301900|117.408|40.046|101031400|MIUI
41|重庆|重庆|重庆|chongqing|023|400000|106.549|29.581|101040100|MIUI
42|重庆|重庆|永川|yongchuan|023|402160|105.853|29.251|101040200|MIUI
43|重庆|重庆|合川|hechuan|023|401520|106.318|30.114|101040300|MIUI
44|重庆|重庆|南川|nanchuan|023|408400|107.161|29.137|101040400|MIUI
45|重庆|重庆|江津|jiangjin|023|402260|106.205|28.998|101040500|MIUI
46|重庆|重庆|万盛|wansheng|023|400800|106.56|28.57|101040600|MIUI
47|重庆|重庆|渝北|yubei|023|401120|106.38|29.43|101040700|MIUI
48|重庆|重庆|北碚|beibei|023|400700|106.27|29.51|101040800|MIUI
49|重庆|重庆|巴南|banan|023|401320|106.31|29.23|101040900|MIUI
50|重庆|重庆|长寿|changshou|023|401220|107.148|29.972|101041000|MIUI
51|重庆|重庆|黔江|qianjiang|023|409000|112.765|30.36|101041100|MIUI
52|重庆|重庆|万州|wanzhou|023|404000|108.24|30.46|101041300|MIUI
53|重庆|重庆|涪陵|fuling|023|408000|107.325|29.686|101041400|MIUI
54|重庆|重庆|开县|kaixian|023|405400|108.26|31.12|101041500|MIUI
55|重庆|重庆|城口|chengkou|023|405900|108.77|31.919|101041600|MIUI
56|重庆|重庆|云阳|yunyang|023|404500|108.827|31.009|101041700|MIUI
57|重庆|重庆|巫溪|wuxi|023|405800|109.37|31.24|101041800|MIUI
58|重庆|重庆|奉节|fengjie|023|404600|109.387|30.936|101041900|MIUI
59|重庆|重庆|巫山|wushan|023|404700|109.874|31.123|101042000|MIUI
60|重庆|重庆|潼南|tongnan|023|402660|105.772|30.112|101042100|MIUI
61|重庆|重庆|垫江|dianjiang|023|408300|107.444|30.249|101042200|MIUI
62|重庆|重庆|梁平|liangping|023|405200|107.736|30.659|101042300|MIUI
63|重庆|重庆|忠县|zhongxian|023|404300|108.02|30.18|101042400|MIUI
64|重庆|重庆|石柱|shizhu|023|409100|108.07|30|101042500|MIUI
65|重庆|重庆|大足|dazu|023|402360|105.749|29.62|101042600|MIUI
66|重庆|重庆|荣昌|rongchang|023|402460|105.51|29.469|101042700|MIUI
67|重庆|重庆|铜梁|tongliang|023|402560|106.027|29.809|101042800|MIUI
68|重庆|重庆|璧山|bishan|023|402760|106.196|29.585|101042900|MIUI
69|重庆|重庆|丰都|fengdu|023|408200|107.834|29.912|101043000|MIUI
70|重庆|重庆|武隆|wulong|023|408500|107.656|29.354|101043100|MIUI
71|重庆|重庆|彭水|pengshui|023|409600|108.1|29.18|101043200|MIUI
72|重庆|重庆|綦江|qijiang|023|401420|106.649|28.821|101043300|MIUI
73|重庆|重庆|酉阳|youyang|023|409800|108.46|28.5|101043400|MIUI
